Id,Vendor,Product,Version,Type,End-Of-Life
3312,Microsoft,Microsoft Whois 1.x,1.x,2,0
3313,Microsoft,Microsoft Office 2013 RT,2013 RT,2,0
3314,Microsoft,Microsoft Windows 98,98,1,1
3315,Microsoft,Active Directory Migration Tool version 3.2,3.x,2,0
3316,Microsoft,Microsoft ISA Server 2000,ISA 2000,2,1
3317,Microsoft,Microsoft SubInACL 5.x,5.x,2,-1
3318,Microsoft,Microsoft Dynamics AX 2012,,2,0
3319,Microsoft,Microsoft Host Integration Server 2004,2004,2,-1
3320,Microsoft,CLR Profiler for .NET Framework 4 1.x,1.x,2,0
3321,Microsoft,Microsoft Works Suite 2003,,2,-1
3322,Microsoft,Microsoft Security Essentials 2.x,2.x,2,0
3323,Microsoft,Microsoft PsInfo 1.x,1.x,2,0
3324,Microsoft,Microsoft Internet Explorer Administration Kit (IEAK) 5.x,5.x,2,-1
3325,Microsoft,Windows Live Mesh 15.x,15.x,2,0
3326,Microsoft,Zune 2.x,2.x,2,-1
3327,Microsoft,Windows Live Devices 15.x,15.x,2,0
3328,Microsoft,Windows Mobile Device Center 6.x,6.x,2,-1
3329,Microsoft,Microsoft Script Debugger 1.x,1.x,2,-1
3330,Microsoft,Microsoft Exchange Server Outlook Web Access Web Administration,6.x,2,-1
3331,Microsoft,Common Service Locator 1.x,1.x,2,0
3332,Microsoft,Microsoft Dependency Walker 2.x,2.x,2,0
3333,Microsoft,Microsoft Encarta Encyclopedia 2005,14.x,2,1
3334,Microsoft,Microsoft Office for Mac 2011,2011,2,0
3335,Microsoft,Microsoft Office Project 2003,,2,1
3336,Microsoft,Microsoft IntelliType Pro 7.x,7.x,2,0
3337,Microsoft,Microsoft Shared View 8.x,8.x,2,0
3338,Microsoft,Microsoft Works 4.x,4.x,2,-1
3339,Microsoft,Microsoft Update Catalog ActiveX Control 7.x,7.x,2,-1
3340,Microsoft,Microsoft Outlook 2000,2000,2,1
3341,Microsoft,nshelp ActiveX Control 5.x,5.x,2,0
3342,Microsoft,Microsoft Data Access Components (MDAC) 2.x,2.x,2,-1
3343,Microsoft,Microsoft Photo Story 3.x,3.x,2,-1
3344,Microsoft,Windows SteadyState 5.x,5.x,2,-1
3345,Microsoft,Microsoft Identity Integration Server 2003 Scenarios,,2,-1
3346,Microsoft,Microsoft Office Word Viewer,,2,-1
3347,Microsoft,Navision Stat 3.x,3.x,2,1
3348,Microsoft,Live Search Maps for Outlook 3.x,3.x,2,-1
3349,Microsoft,"Microsoft Office Compatibility Pack for Word, Excel, and PowerPoint 2007 File Formats",4.x,2,0
3350,Microsoft,Microsoft DirectShow 4.x,4.x,2,-1
3351,Microsoft,Microsoft Exchange Server Best Practices Analyzer Tool 6.x,6.x,2,-1
3352,Microsoft,Microsoft Help Workshop 4.x,4.x,2,-1
3353,Microsoft,Microsoft Outlook Web Access S/Mime 6.x,6.x,2,-1
3354,Microsoft,Microsoft Internet Explorer 11.x,11.x,2,0
3355,Microsoft,Windows Home Server Console 6.x,6.x,2,-1
3356,Microsoft,Microsoft .NET Framework Assistant 1.x (extension for Firefox),1.x,2,-1
3357,Microsoft,Microsoft DirectX SDK,,2,-1
3358,Microsoft,Microsoft Office Groove Server 2007,,2,-1
3359,Microsoft,Microsoft Entourage 2008 for Mac,12.x,2,0
3360,Microsoft,Windows Live Messenger 15.x,15.x,2,0
3361,Microsoft,Microsoft Report Viewer 2010,2010,2,0
3362,Microsoft,Microsoft Word 2010,,2,0
3363,Microsoft,Microsoft InteropForms Toolkit 2.x,2.x,2,0
3364,Microsoft,Microsoft Sync 2.x,2.x,2,0
3365,Microsoft,Age of Mythology 3.x,3.x,2,-1
3366,Microsoft,Microsoft Visio 2000,,2,1
3367,Microsoft,Microsoft TCPView 3.x,3.x,2,0
3368,Microsoft,Microsoft Mail Service 3.x,3.x,2,-1
3369,Microsoft,Microsoft MSDE 7.x,7.x,2,-1
3370,Microsoft,Microsoft Publisher 2.x,2.x,2,1
3371,Microsoft,Microsoft Expression Media 2.x,2.x,2,-1
3372,Microsoft,Microsoft Remote Server Verwaltungstool 6.x,6.x,2,0
3373,Microsoft,Microsoft AntiXSS Library 4.x,4.X,2,0
3374,Microsoft,Microsoft Windows XP Professional,XP Professional,1,1
3375,Microsoft,PJGRID ActiveX Control 12.x,12.x,2,-1
3376,Microsoft,Visual Studio 2005 Team Foundation Server,,2,-1
3377,Microsoft,Microsoft Regmon 6.x,6.x,2,1
3378,Microsoft,Salesforce for Outlook 1.x,1.x,2,0
3379,Microsoft,Microsoft Office Project Server 2007,,2,-1
3380,Microsoft,Microsoft Visual FoxPro 9.x,9.x,2,-1
3381,Microsoft,Microsoft Windows Media Player 8.x,,2,-1
3382,Microsoft,Hotmail for Android 7.x,7.x,2,0
3383,Microsoft,Microsoft ActiveSync 4.x,4.x,2,-1
3384,Microsoft,Windows Live SkyDrive Upload Tool ActiveX Control 12.x,12.x,2,-1
3385,Microsoft,Zone Intro ActiveX Control 9.x,9.x,2,-1
3386,Microsoft,Microsoft Windows Mobile 2003,,1,-1
3387,Microsoft,Microsoft Rootkitrevealer 1.x,1.x,2,0
3388,Microsoft,Microsoft Forefront Client Security,,2,0
3389,Microsoft,Microsoft Visual C++ 6.x,6.x,2,1
3390,Microsoft,Microsoft Digital Image Suite 9.x,9.x,2,1
3391,Microsoft,Microsoft PsShutdown 2.x,2.x,2,0
3392,Microsoft,LifeCam 1.x,1.x,2,-1
3393,Microsoft,Windows Live Family Safety 2011 15.x,15.x,2,0
3394,Microsoft,iView MediaPro 3.x,3.x,2,-1
3395,Microsoft,Microsoft Visual Studio 2010,10.x,2,0
3396,Microsoft,Microsoft Font properties editor 1.x,1.x,2,0
3397,Microsoft,Microsoft Visual J# .NET Version 2.0 Redistributable Package,2,2,-1
3398,Microsoft,Microsoft Expression Web 3.x,3.x,2,-1
3399,Microsoft,Microsoft PowerPoint 2013,15.x,2,0
3400,Microsoft,Bing Desktop 1.x,1.x,2,0
3401,Microsoft,Microsoft IntelliType Pro 8.x,8.x,2,0
3402,Microsoft,Microsoft Picture It! 2002,2002,2,1
3403,Microsoft,Microsoft Group Policy Management Console 1.x,1.x,2,-1
3404,Microsoft,Microsoft Color Control Panel Applet for Windows XP 1.x,1.x,2,-1
3405,Microsoft,Microsoft Business Solutions Solomon 6.x,6.x,2,-1
3406,Microsoft,Windows Virtual PC 6.x,6.x,2,0
3407,Microsoft,Microsoft ListDLLs 2.x,2.x,2,0
3408,Microsoft,Microsoft Windows Mobile-Gerätecenter 6.x,6.x,2,0
3409,Microsoft,Microsoft Report Viewer 2008,,2,-1
3410,Microsoft,Microsoft Windows Media Services 9.x,9.x,2,-1
3411,Microsoft,Microsoft Internet Explorer 6.x,6.x,2,-1
3412,Microsoft,Microsoft Sync Framework v1.0,1.x,2,0
3413,Microsoft,Microsoft Small Business Server 2000,2000,2,-1
3414,Microsoft,Microsoft Train Simulator 1.x,1.x,2,1
3415,Microsoft,Microsoft SharePoint Server 2010,,2,0
3416,Microsoft,Microsoft Visual Basic 2008 Express Edition,2008,2,-1
3417,Microsoft,MSN Gaming Zone Heartbeat ActiveX Control 6.x,6.x,2,-1
3418,Microsoft,Microsoft Host Integration Server 2000 Administrator Client,,2,1
3419,Microsoft,Microsoft Business Solutions Great Plains 7.x,,2,-1
3420,Microsoft,Security Guidance Kit 1.x,1.x,2,-1
3421,Microsoft,Microsoft WinSock ActiveX Control 5.x,5.x,2,-1
3422,Microsoft,Microsoft EMET (Enhanced Mitigation Experience Toolkit) 2.x,2.x,2,0
3423,Microsoft,Microsoft Visual Studio 2012,11.x,2,0
3424,Microsoft,Microsoft Dynamics NAV 5.x,5.x,2,-1
3425,Microsoft,Microsoft Image Composer 1.x,1.x,2,-1
3426,Microsoft,Navision Financials DK,2.6x,2,1
3427,Microsoft,scrdenrl ActiveX Control 5.x,5.x,2,0
3428,Microsoft,Microsoft Organization Chart 2.x,11.x,2,-1
3429,Microsoft,Microsoft Office 2003 Resource Kit 11.x,11.x,2,-1
3430,Microsoft,Microsoft Forefront Unified Access Gateway (UAG) 2010,2010,2,0
3431,Microsoft,Fiddler PowerToy 2.x,2.x,2,-1
3432,Microsoft,Microsoft Browser Client Context Tool (W3Who.dll),,2,-1
3433,Microsoft,"Mircosoft Mail, Calendar, People and Messaging",,2,0
3434,Microsoft,Writing Recognition Game 1.x,1.x,2,-1
3435,Microsoft,Windows Live Messenger 8.x,8.x,2,0
3436,Microsoft,Microsoft Outlook 98.x,98,2,1
3437,Microsoft,Microsoft Windows XP Embedded,,1,0
3438,Microsoft,Microsoft Frontpage 2003,11.x,2,1
3439,Microsoft,Microsoft Identity Integration Server 2003 Resource Tool Kit,,2,-1
3440,Microsoft,Microsoft Windows XP Support Tools 5.x,5.x,2,-1
3441,Microsoft,Microsoft Visual Studio Team Foundation Server 2010,,2,0
3442,Microsoft,Microsoft Expression Web 1.x,1.x,2,
3443,Microsoft,Microsoft .NET Framework 4.x,4.x,2,0
3444,Microsoft,Microsoft Removal Tool: Blaster/Nachi,,2,-1
3445,Microsoft,Microsoft Brochure Machine ActiveX Control 1.x,1.x,2,-1
3446,Microsoft,Microsoft Word 2008 for Mac,12.x,2,0
3447,Microsoft,Microsoft Application Virtualization (App-V) 5.x,5.x,2,0
3448,Microsoft,Bing Bar Installer 5.x,5.x,2,0
3449,Microsoft,Microsoft PowerPoint 2010,,2,0
3450,Microsoft,Microsoft Office 2004 for Mac,,2,1
3451,Microsoft,Microsoft Office 2008 for Mac,12.x,2,0
3452,Microsoft,Microsoft Pro Photo Tools 2.x,2.x,2,-1
3453,Microsoft,Microsoft MapPoint 2004,11.x,2,1
3454,Microsoft,MSN Toolbar 1.x,1.x,2,-1
3455,Microsoft,SQL Server 2008 R2 Books Online,2012,2,0
3456,Microsoft,DoomCln ActiveX Control 1.x,1.x,2,-1
3457,Microsoft,Microsoft Junction 1.x,1.x,2,0
3458,Microsoft,Microsoft Visual 2000,,2,-1
3459,Microsoft,Microsoft Exchange Server 2007,2007,2,-1
3460,Microsoft,Microsoft Office XP Web Components,2002,2,1
3461,Microsoft,Microsoft Office 2003 Student and Teacher Edition,2003 Student and Tea,2,1
3462,Microsoft,Expression Encoder 4 Pro 4.x,4.x,2,0
3463,Microsoft,Microsoft Business Solutions-Attain (Navision),,2,1
3464,Microsoft,Windows Live Photo Gallery 14.x,14.x,2,-1
3465,Microsoft,Bing Bar 7.x,7.x,2,0
3466,Microsoft,Microsoft Picture It! 10.x,10.x,2,1
3467,Microsoft,Microsoft Process Explorer 5.x,5.x,2,1
3468,Microsoft,Microsoft Security Compliance Manager 1.x,1.x,2,0
3469,Microsoft,Microsoft Expression Encoder 2.x,2.x,2,-1
3470,Microsoft,Microsoft Expression Media 1.x,1.x,2,-1
3471,Microsoft,Microsoft Remote Desktop Connection Client for Mac 2.x,2.x,2,0
3472,Microsoft,Microsoft AntiXSS Library 3.x,3.x,2,0
3473,Microsoft,wrc32 ActiveX Control 14.x,14.x,2,0
3474,Microsoft,Deep Zoom Composer 1.x,1.x,2,-1
3475,Microsoft,Microsoft Windows 2000 Advanced Server,2000 Advanced Server,1,1
3476,Microsoft,Microsoft Silverlight 5.x,5.x,2,0
3477,Microsoft,Microsoft Windows Media Connect 1.x,1.x,2,-1
3478,Microsoft,PJGRID ActiveX Control 12.x,12.x,2,-1
3479,Microsoft,MBFWebBehaviors ActiveX Control 1.x,1.x,2,0
3480,Microsoft,SharePoint Server 2013 Client Components SDK,,2,0
3481,Microsoft,Windows Media Center TV Pack for Windows Vista,,2,0
3482,Microsoft,BerbCln ActiveX Control 1.x,1.x,2,0
3483,Microsoft,Microsoft Office Project 2007,,2,-1
3484,Microsoft,Microsoft Baseline Security Analyzer 2.x,2.x,2,-1
3485,Microsoft,Microsoft Exchange Server 2003,2003,2,1
3486,Microsoft,Zone.com Checkers for MSN Messenger ActiveX Control 9.x,9.x,2,-1
3487,Microsoft,Msn Installer ActiveX Control 11.x,11.x,2,-1
3488,Microsoft,Systems Management Server 2.x,2.x,2,0
3489,Microsoft,Microsoft Access Snapshot Viewer,1.x,2,0
3490,Microsoft,Microsoft Visual FoxPro 6.x,6.x,2,1
3491,Microsoft,Microsoft Visual Basic 6.x,6.x,2,1
3492,Microsoft,ASP.NET 1.x,1.x,2,-1
3493,Microsoft,Microsoft Picture It! 9.x,9.x,2,1
3494,Microsoft,Microsoft DirectX 9.x,,2,-1
3495,Microsoft,Windows Live Photo Gallery 2011 15.x,15.x,2,0
3496,Microsoft,Microsoft Office 2008 for Mac,13.x,2,0
3497,Microsoft,Microsoft Web Deploy 2.x,2.x,2,0
3498,Microsoft,Microsoft Expression Encoder 3.x,3.x,2,-1
3499,Microsoft,Microsoft Powershell 6.x,6.x,2,-1
3500,Microsoft,Microsoft Exchange Intelligent Message Filter 6.x,6.x,2,-1
3501,Microsoft,Microsoft XML Core Services (MSXML) 3.x,3.x,2,0
3502,Microsoft,Microsoft AutoRuns 11.x,11.x,2,0
3503,Microsoft,Microsoft MSN Messenger Setup Downloader ActiveX,,2,-1
3504,Microsoft,Microsoft Platform SDK Redistributable: GDI+,,2,-1
3505,Microsoft,Microsoft Windows Media Format Runtime 11.x,11.x,2,-1
3506,Microsoft,XML Notepad 2007 2.x,2.x,2,-1
3507,Microsoft,Microsoft BizTalk Server 2010,,2,0
3508,Microsoft,Microsoft Internet Explorer 5.5,5.5,2,1
3509,Microsoft,Microsoft Office PowerPoint Viewer 2010,14.x,2,0
3510,Microsoft,Microsoft Process Monitor 2.x,2.x,2,1
3511,Microsoft,Microsoft Urlscan Filter v3.1 (x86),3.x,2,0
3512,Microsoft,Microsoft Exchange 2000 Enterprise Server,2000,2,-1
3513,Microsoft,Microsoft Commerce Server 2002,2002,2,1
3514,Microsoft,Microsoft Windows SharePoint Services 2.x,2.x,2,0
3515,Microsoft,Microsoft .NET Framework 2.x,2.x,2,-1
3516,Microsoft,Microsoft Business Solutions Dynamics 6.x,,2,-1
3517,Microsoft,Microsoft Navision Axapta 3.x,3.x,2,1
3518,Microsoft,WorldWide Telescope (WWT) 2.x,2.x,2,-1
3519,Microsoft,Microsoft ZoomIt 1.x,1.x,2,0
3520,Microsoft,ZBuddy ActiveX Control 9.x,9.x,2,-1
3521,Microsoft,Microsoft MSN Messenger 6.x,6.x,2,-1
3522,Microsoft,Microsoft AutoRoute 2001,8.x,2,1
3523,Microsoft,Microsoft Dynamics AX 4.x,4.x,2,-1
3524,Microsoft,Microsoft LifeCam 3.x,3.x,2,0
3525,Microsoft,Microsoft Regmon 2.x,2.x,2,1
3526,Microsoft,comdlg32 ActiveX Control 6.x,6.x,2,0
3527,Microsoft,Microsoft Whale Communications Intelligent Application Gateway 2007 3.x,3.x,2,-1
3528,Microsoft,Microsoft Best Practices Analyzer Tool for Microsoft SQL Server 2000 1.x,1.x,2,-1
3529,Microsoft,Microsoft Regmon 4.x,4.x,2,1
3530,Microsoft,Microsoft Reader 2.x,2.x,2,-1
3531,Microsoft,Microsoft LifeCam 4.x,4.x,2,0
3532,Microsoft,Microsoft Security Assessment Tool 4.x,4.x,2,0
3533,Microsoft,Microsoft Office Excel Viewer 2007,12.x,2,-1
3534,Microsoft,Mouse without Borders 2.x,2.x,2,0
3535,Microsoft,Tic Tac Toe 1.x,1.x,2,-1
3536,Microsoft,Windows Malicious Software Removal Tool ActiveX Control 1.x,1.x,2,-1
3537,Microsoft,NetMeeting Resource Kit 3.x,3.x,2,-1
3538,Microsoft,Microsoft Outlook 97.x,97,2,1
3539,Microsoft,Microsoft Bootvis 1.x,1.x,2,-1
3540,Microsoft,Microsoft Money Plus Deluxe 12.x,12.x,2,1
3541,Microsoft,Microsoft KB 824146 Scanner 1.x,1.x,2,-1
3542,Microsoft,Microsoft Office SharePoint Designer 2007,,2,-1
3543,Oracle Corporation,Oracle PeopleSoft Talent Acquisition Manager 9.x,9.x,2,0
3544,Oracle Corporation,Oracle Agile Product Supplier Collaboration for Process 6.x,6.x,2,0
3545,Oracle Corporation,Oracle AquaLogic Data Service Integrator 10.x,10.x,2,-1
3546,Oracle Corporation,Oracle E-Business Suite 12.x,12.x,2,-1
3547,Oracle Corporation,Oracle Fusion Middleware 11g,,2,0
3548,Oracle Corporation,Oracle Internet Application Server 10.x,10.x,2,0
3549,Oracle Corporation,Oracle Real User Experience Insight 6.x,6.x,2,0
3550,Oracle Corporation,Oracle OpenSSO Policy Agent 3.x,3.x,2,0
3551,Oracle Corporation,Oracle Data Provider for .NET 11.x,11.x,2,0
3552,Oracle Corporation,Oracle Health Sciences InForm GTM 4.x,4.x,2,0
3553,Oracle Corporation,VanFcast ActiveX Control 1.x,1.x,2,0
3554,Oracle Corporation,Oracle Home Selector 3.x,3.x,2,-1
3555,Oracle Corporation,Oracle FLEXCUBE Universal Banking 10.x,10.x,2,0
3556,Oracle Corporation,Oracle PeopleSoft Enterprise Customer Relationship Management (CRM) 8.x,8.x,2,0
3557,Oracle Corporation,Oracle WebCenter Interaction 6.x (formerly BEA AquaLogic Interaction),6.x,2,0
3558,Oracle Corporation,BEA WebLogic Event Server 2.x,2.x,2,-1
3559,Oracle Corporation,Oracle9i Application Server,9i,2,1
3560,Oracle Corporation,Oracle Siebel CRM 7.x,7.x,2,-1
3561,Oracle Corporation,Oracle WebCenter Capture 10.x,10.x,2,0
3562,Oracle Corporation,Oracle Secure Backup 10.x,10.x,2,0
3563,Oracle Corporation,Oracle Retail Plan In-Season 12.x,12.x,2,0
3564,Oracle Corporation,Oracle SPARC Enterprise Server M Series,,1,0
3565,Oracle Corporation,Oracle Tuxedo 10.x,10.x,2,-1
3566,Oracle Corporation,Oracle PDF Import Extension 1.x (extension for OpenOffice.org / Oracle Open Office),1.x,2,0
3567,Oracle Corporation,Oracle OpenSSO 7.x,7.x,2,0
3568,Oracle Corporation,Oracle Java JDK 1.7.x / 7.x,7.x,2,0
3569,Oracle Corporation,Oracle InForm Portal 5.x,5.x,2,0
3570,Oracle Corporation,JavaBeans Activation Framework 1.x,1.x,2,0
3571,Oracle Corporation,Oracle WebLogic Portal 9.x,9.x,2,0
3572,Oracle Corporation,Oracle Management Pack for Oracle GoldenGate 11.x,11.x,2,0
3573,Oracle Corporation,Oracle Agile Product Supplier Collaboration for Process 5.x,5.x,2,0
3574,Oracle Corporation,Oracle AquaLogic Data Services Platform 3.x,3.x,2,-1
3575,Oracle Corporation,Oracle Secure Enterprise Search 10.x,10.x,2,-1
3576,Oracle Corporation,Oracle Communications Messaging Exchange Server 7.x,7.x,2,0
3577,Oracle Corporation,Oracle TimesTen In-Memory Database 11.x,11.x,2,0
3578,Oracle Corporation,Java Servlet API 2.x,2.x,2,0
3579,Oracle Corporation,Oracle Java SE Embedded 7.x,7.x,2,0
3580,Oracle Corporation,Oracle JInitiator 1.x,1.x,2,-1
3581,Oracle Corporation,Oracle FLEXCUBE Direct Banking 6.x,6.x,2,0
3582,Oracle Corporation,JD Edwards EnterpriseOne Tools 8.x,8.x,2,-1
3583,Oracle Corporation,Oracle PeopleSoft Human Capital Management (HCM) 9.x,9.x,2,0
3584,Oracle Corporation,OraBcnTxnRec ActiveX Control 1.x,1.x,2,0
3585,Oracle Corporation,Oracle VirtualBox 4.x,4.x,2,0
3586,Oracle Corporation,Oracle Policy Automation 10.x,10.x,2,0
3587,Oracle Corporation,Oracle Complex Event Processing 10.x,10.x,2,-1
3588,Oracle Corporation,Oracle E-Business Suite 11i,11i,2,-1
3589,Oracle Corporation,Oracle Identity Management 11g,11.x,2,0
3590,Oracle Corporation,Oracle Now 1.x,1.x,2,0
3591,Oracle Corporation,Oracle11g Database Enterprise Edition 11.x,11.x,2,0
3592,Oracle Corporation,Oracle Instantis EnterpriseTrack 8.x,8.x,2,0
3593,Oracle Corporation,Oracle Retail Place In-Season 12.x,12.x,2,0
3594,Oracle Corporation,Oracle HTTP Server 10.x,10.x,2,0
3595,Oracle Corporation,Oracle PeopleSoft Enterprise Portal Solutions 8.x,8.x,2,-1
3596,Oracle Corporation,Oracle Siebel SimBuilder 8.x,8.x,2,0
3597,Oracle Corporation,Oracle Discoverer 10.x,10.x,2,0
3598,Oracle Corporation,Oracle HTTP Server 11.x,11.x,2,0
3599,Oracle Corporation,Oracle Workflow 11.x,11.x,2,-1
3600,Oracle Corporation,Oracle Agile PLM (Product Lifecycle Management) for Process 6.x,6.x,2,0
3601,Oracle Corporation,Oracle9iAS Web Cache,,2,1
3602,Oracle Corporation,Oracle Outside In Technology 8.x,8.x,2,0
3603,Oracle Corporation,Oracle Hudson 2.x,2.x,2,0
3604,Oracle Corporation,Oracle VirtualBox Extension Pack 4.x,4.x,2,0
3605,Oracle Corporation,Oracle OpenSSO 8.x,8.x,2,0
3606,Oracle Corporation,Oracle FLEXCUBE Universal Banking 12.x,12.x,2,0
3607,Oracle Corporation,Oracle BI Publisher 10.x,10.x,2,-1
3608,Oracle Corporation,Oracle Database 10.x,10.x,2,-1
3609,Oracle Corporation,Oracle VM 2.x,2.x,2,0
3610,Oracle Corporation,Oracle Linux 5,5,1,0
3611,Oracle Corporation,Oracle Database 11g Release 2 JDBC Drivers 11.x,11.x,2,0
3612,Oracle Corporation,Oracle WebCenter Interaction 10.x,10.x,2,0
3613,Oracle Corporation,Oracle Clusterware Server 11.x,11.x,2,0
3614,Oracle Corporation,Oracle FLEXCUBE Private Banking 12.x,12.x,2,0
3615,Oracle Corporation,Oracle WebCenter Forms Recognition 10.x,10.x,2,0
3616,Oracle Corporation,Oracle Enterprise Manager 11.x,11.x,2,-1
3617,Oracle Corporation,Oracle PeopleSoft PeopleTools 8.x,8.x,2,0
3618,Oracle Corporation,Oracle Endeca Server 7.x,7.x,2,0
3619,Oracle Corporation,Oracle Identity Management 10g,,2,-1
3620,Oracle Corporation,Oracle Siebel Loyalty Management 8.x,8.x,2,0
3621,Oracle Corporation,Oracle Containers for J2EE 10.x,10.x,2,0
3622,Oracle Corporation,JD Edwards EnterpriseOne Tools 24.x,24.x,2,0
3623,Oracle Corporation,Oracle PeopleSoft Enterprise Supply Chain Management (SCM) 9.x,9.x,2,0
3624,Oracle Corporation,Oracle Secure Global Desktop 5.x,5.x,2,0
3625,Oracle Corporation,Oracle Virtual Desktop Infrastructure 3.x,3.x,2,0
3626,Oracle Corporation,Oracle iPlanet Web Server 7.x,7.x,2,0
3627,Oracle Corporation,Oracle9i Collaboration Suite,9.x,2,1
3628,Oracle Corporation,Oracle Retail Markdown Optimization 13.x,13.x,2,0
3629,Oracle Corporation,Oracle Communications WebRTC Session Controller 7.x,7.x,1,0
3630,Oracle Corporation,Oracle Siebel CRM 8.x,8.x,2,0
3631,Oracle Corporation,Oracle Discoverer 11.x,11.x,2,0
3632,Oracle Corporation,Oracle PeopleSoft Enterprise Tools 8.x,8.x,2,-1
3633,Oracle Corporation,Oracle Agile PLM (Product Lifecycle Management) for Process 5.x,5.x,2,0
3634,Oracle Corporation,DropLstV ActiveX Control 1.x,1.x,2,0
3635,Oracle Corporation,Java Transaction API (JTA) 1.x,1.x,2,0
3636,Oracle Corporation,Oracle Web Cache 11.x,11.x,2,0
3637,Oracle Corporation,Oracle XML Publisher 5.x,5.x,2,-1
3638,Oracle Corporation,Oracle VirtualBox 3.x,3.x,2,1
3639,Oracle Corporation,Oracle Essbase 11.x,11.x,2,0
3640,Oracle Corporation,Oracle PeopleSoft Enterprise Financial Management Solutions (FMS) 9.x,9.x,2,0
3641,Oracle Corporation,Oracle Audit Vault 10.x,10.x,2,0
3642,Oracle Corporation,Oracle FLEXCUBE Private Banking 3.x,3.x,2,0
3643,Oracle Corporation,Oracle Linux 6,6,1,0
3644,Oracle Corporation,Oracle Siebel Clinical Trial Management System (CTMS) 7.x,7.x,2,0
3645,Oracle Corporation,Oracle SOA Suite 10.x,10.x,2,0
3646,Oracle Corporation,Oracle Hyperion Performance Suite 8.x,8.x,2,-1
3647,Oracle Corporation,Oracle PeopleSoft Enterprise Customer Relationship Management (CRM) 9.x,9.x,2,-1
3648,Oracle Corporation,Oracle Siebel Highly Interactive Client 8.x,8.x,2,-1
3649,Oracle Corporation,Agile Engineering Data Management (EDM) 6.x,6.x,2,-1
3650,Oracle Corporation,BEA Workshop for WebLogic 10.x,10.x,2,-1
3651,Oracle Corporation,Oracle Retail Integration Bus 13.x,13.x,2,0
3652,Oracle Corporation,Oracle PeopleSoft Enterprise Financials and Supply Chain Management (FSCM) 9.x,9.x,2,0
3653,Oracle Corporation,JD Edwards EnterpriseOne Tools 9.x,9.x,2,0
3654,Oracle Corporation,Oracle PeopleSoft Enterprise Financial Management (FIN) 9.x,9.x,2,0
3655,Oracle Corporation,Oracle JDeveloper 11.x,11.x,2,0
3656,Oracle Corporation,Oracle Collaboration Suite 10.x,10.x,2,-1
3657,Oracle Corporation,Oracle Thesaurus Management System 4.x,4.x,2,0
3658,Oracle Corporation,Oracle Business Transaction Management (BTM) 12.x,12.x,2,0
3659,Oracle Corporation,SunOS 5.x,5.x,2,0
3660,Oracle Corporation,Oracle9i Lite,,2,-1
3661,Oracle Corporation,Oracle Imaging and Process Management 10.x,10.x,2,0
3662,Oracle Corporation,Oracle WebLogic Server 7.x,7.x,2,1
3663,Oracle Corporation,Oracle Explorer 6.x (formerly Sun Explorer),6.x,2,0
3664,Oracle Corporation,Oracle Linux 4,4,1,0
3665,Oracle Corporation,Oracle Pharmaceutical Applications 4.x,4.x,2,-1
3666,Oracle Corporation,OracleAS Web Cache 10g,,2,-1
3667,Oracle Corporation,Oracle BI Publisher 11.x,11.x,2,0
3668,Oracle Corporation,Oracle Hyperion Business Intelligence Plus 11.x,11.x,2,0
3669,Oracle Corporation,Sun Role Manager 5.x,5.x,2,0
3670,Oracle Corporation,Oracle Grid Engine 6.x,6.x,2,0
3671,Oracle Corporation,Oracle Endeca Server 2.x,2.x,2,0
3672,Oracle Corporation,Oracle Data Integrator 11.x,11.x,2,0
3673,Oracle Corporation,Oracle Health Sciences Central Designer 1.x,1.x,2,0
3674,Oracle Corporation,Oracle Outside In HTML Export 8.x,8.x,2,-1
3675,Oracle Corporation,Oracle Java SDK 1.4.x / 4.x,1.4.x,2,0
3676,Oracle Corporation,Oracle WebCenter Content 11.x,11.x,2,0
3677,Oracle Corporation,Sun Integrated Lights Out Manager (ILOM) 3.x,3.x,1,0
3678,Oracle Corporation,Oracle FLEXCUBE Private Banking 2.x,2.x,2,0
3679,Oracle Corporation,Oracle Exadata Storage Server Software 11.x,11.x,2,0
3680,Oracle Corporation,Oracle Siebel Clinical Trial Management System (CTMS) 8.x,8.x,2,0
3681,Oracle Corporation,Oracle BPEL Process Manager 10.x,10.x,2,0
3682,Oracle Corporation,Oracle Hyperion Business Intelligence Plus 9.x,9.x,2,-1
3683,Oracle Corporation,Oracle Hyperion Enterprise Performance Management (EPM) 11.x,11.x,2,0
3684,Oracle Corporation,Oracle Siebel Highly Interactive Client 7.x,7.x,2,-1
3685,Oracle Corporation,Oracle Essbase 7.x,7.x,2,-1
3686,Oracle Corporation,BEA Workshop for WebLogic 9.x,9.x,2,-1
3687,Oracle Corporation,Oracle Retail Central Office 13.x,13.x,2,0
3688,Oracle Corporation,Oracle PeopleSoft Enterprise Financials and Supply Chain Management (FSCM) 8.x,8.x,2,0
3689,Oracle Corporation,Oracle Access Manager 11.x,11.x,2,0
3690,Oracle Corporation,ChorusOS 5.x,5.x,1,0
3691,Oracle Corporation,Sun System Firmware (SysFW) 8.x,8.x,1,0
3692,Oracle Corporation,Oracle Collaboration Suite Release 1 9.x,9.x,2,0
3693,Oracle Corporation,Oracle Solaris 11.x,11.x,1,0
3694,Oracle Corporation,Oracle VM 3.x,3.x,2,0
3695,Oracle Corporation,Portal Infranet 6.x,6.x,2,0
