Vendor,Product,Version,Type,End-Of-Life
Raimersoft,"RaimaRadio 1.x",1.x,2,0
Rainbow,"Sentinel System Driver 7.x",7.x,2,0
Rainfinity,"RainWall 3.x for Content Security",3.x,2,
Rainfinity,"RainWall 3.x for Check Point",3.x,2,
"Rainfrog, LLC","Pocket Yoga 2.x",2.x,2,0
"Rainmaker Information","Rainmaker Workstation 3.x",3.x,2,
RainWorx,"rwAuction Pro 4.x",4.x,2,
RainWorx,"rwAuction Pro 5.x",5.x,2,
"RAIZE SOFTWARE","CodeSite 4.x",4.x,2,0
"RAIZE SOFTWARE","CodeSite 3.x",3.x,2,0
Rakkarsoft,"RakNet 2.x",2.x,2,
"Rakuten, Inc","Kobo Desktop Edition 1.x",1.x,2,0
"Rakuten, Inc","Kobo Desktop Edition 3.x",3.x,2,0
"Rakuten, Inc","Kobo Desktop Edition 2.x",2.x,2,0
"Ralf Steinrücken ITecSoft","PhoneSuite 2.x",2.x,2,0
Ralink,"Ralink Wireless Access Point Utility 3.x",3.x,2,0
Ralink,"Ralink Wireless Utility 1.x",1.x,2,0
Ralink,"Ralink Wireless Drivers",,2,
Ralink,"Ralink Wireless Utility 2.x",2.x,2,
"Ramka Ltd.","SoundTaxi Media Suite 4.x",4.x,2,0
"Ramka Ltd.","SoundTaxi 4.x",4.x,2,0
randgruppe,"randshop 1.x",1.x,2,
"Random Mouse Software","Red Queen 1.x",1.x,2,0
randyrants.com,"SharpKeys 2.x",2.x,2,
randyrants.com,"SharpKeys 1.x",1.x,2,
Rapid7,"Nexpose 5.x",5.x,2,0
"RapidShare AG","Rapidshare Manager 2.x",2.x,2,0
"RapidSolution Software","MP3videoraptor 3.x",3.x,2,
"RapidSolution Software","Tunebite 4.x",4.x,2,
"RapidSolution Software","Tunebite 7.x",7.x,2,
"RapidSolution Software","Radiotracker 6.x",6.x,2,0
"RapidSolution Software","Audials TV 1.x",1.x,2,0
"RapidSolution Software","Tunebite 3.x",3.x,2,
"RapidSolution Software","AudialsOne 4.x",4.x,2,0
"RapidSolution Software","Radiotracker 4.x",4.x,2,
"RapidSolution Software","Tunebite 5.x",5.x,2,
"RapidSolution Software","Tunebite 2.x",2.x,2,
"RapidSolution Software","Tunebite 6.x",6.x,2,
"RapidSolution Software","Audials One 9.x",9.x,2,0
"RapidSolution Software","Audials One 8.x",8.x,2,0
"RapidSolution Software","Radiotracker 5.x",5.x,2,0
"RapidTyping Software","RapidTyping 3.x",3.x,2,0
Raproducts,"JavaRA 2.x",2.x,2,0
Raproducts,"PureRA 1.x",1.x,2,0
Raproducts,"JavaRA 1.x",1.x,2,
"Raptr, Inc.","Raptr 1.x",1.x,2,0
Raritan,"eRIC G4 4.x",4.x,1,1
Raritan,"Dominion LX 2.x",2.x,1,0
Raritan,"Dominion KSX II 2.x",2.x,1,0
Raritan,"Dominion KX II-101 V2 3.x",3.x,1,1
Raritan,"Dominion KX II 2.x",2.x,1,0
Raritan,"CommandCenter Secure Gateway 5.x",5.x,1,0
Raritan,"Dominion KX III 3.x",3.x,1,0
Raritan,"Dominion SX",,1,
RARLAB,"WinRAR 5.x",5.x,2,0
RARLAB,"WinRAR 3.x",3.X,2,1
RARLAB,"WinRAR 2.x",2.x,2,1
RARLAB,"WinRAR 4.x",4.x,2,1
"Raskin Software LLC","Raskin 1.x",1.x,2,0
"Rasmussen Software","Anzio Print Wizard Server Edition 3.x",3.x,2,
"Rasmussen Software","Anzio Print Wizard Personal Edition 3.x",3.x,2,
"Rasmussen Software","AnzioWin 15.x",15.x,2,
"Rasmussen Software","Anzio Web Print Object (WePO) 3.x",3.x,2,
"Rasmussen Software","AnzioWin 12.x",12.x,2,
"Rasterbar Software Umeå HB","Rasterbar Software libtorrent 0.x",0.x,2,0
"Ratajik Software","StationRipper 2.x",2.x,2,0
"Ratajik Software","StationRipper 1.x",1.x,2,0
"RatJar Games","Miseria 1.x",1.x,2,0
"Raven Software","Quake 4 1.x",1.x,2,
"Raven Software","Wolfenstein 1.x",1.x,2,0
"Raven Software","Soldier of Fortune II 1.x",1.x,2,
"Rawflow Ltd","Rawflow ICD Client ActiveX 2.x",2.x,2,
"Rawflow Ltd","Rawflow ActiveX Control 2.x",2.x,2,0
"Raxco Software","Raxco PerfectUpdater 2.x",2.x,2,0
"Raxco Software","Raxco PerfectDisk 12.x",12.x,2,0
"Raxco Software","Raxco PerfectDisk 7.x",7.x,2,
"Raxco Software","Raxco PerfectDisk Rx Suite 1.x",1.x,2,
"Raxco Software","Raxco PerfectDisk 6.x",6.x,2,
"Raxco Software","Raxco PerfectDisk 13.x",13.x,2,0
"Raxco Software","Raxco PerfectDisk 11.x",11.x,2,0
"Raxco Software","PerfectSpeed PC Optimizer 2.x",2.x,2,
"Raxco Software","Raxco Perfect Registry 2.x",2.x,2,0
"Raxco Software","PerfectDisk 10.x",10.x,2,
"Raxco Software","RamDisk Plus 11.x",11.x,2,0
"Raxco Software","Raxco PerfectDisk 8.x",8.x,2,
"Raxco Software","PerfectDisk Free Defrag 1.x",1.x,2,0
"Raxco Software","Raxco PerfectDisk 2008 9.x",9.x,2,
"Rayner Software","NetShade 4.x",4.x,2,0
"Rayzz Labs","Rayzz Photoz",,2,0
Razer,"Razer Diamondback 3G Driver 1.x",1.x,2,0
Razer,"Razer Nostromo Firmware Updater 1.x",1.x,2,0
Razer,"Razer Synapse 2.0 1.x",1.x,2,0
RazLee,"RazLee Firewall+++",,2,
RBSoft,"RBSoft Context Menu Enhancer 4.x",4.x,2,0
RBSoft,"RBSoft Right Click Enhancer 4.x",4.x,2,0
"Reach Unlimited Corporation","Trapster 4.x",4.x,2,0
Readerware,"Readerware 2.x",2.x,2,1
Readerware,"ReaderwareAW 3.x",3.x,2,0
Readerware,"ReaderwareVW 3.x",3.x,2,0
Readerware,"Readerware 3.x",3.x,2,0
Readerware,"ReaderwareVW 2.x",2.x,2,1
Readerware,"ReaderwareAW 2.x",2.x,2,1
ReadmeSoft.Com,"ReadmeSoft AVI to DivX 1.x",1.x,2,
"Readon Technology","Readon TV Movie Radio Player 7.x",7.x,2,0
"Readon Technology","Readon TV Movie Radio Player 5.x",5.x,2,0
ReadSoft,"Invoices 5.x",5.x,2,
"Real Enterprise Solutions","RES PowerFuse 2005",2005.x,2,
"Real Time Logic","BarracudaDrive Web Server 3.x",3.x,2,
"Real Time Logic LLC","BarracudaDrive 6.x",6.x,2,0
"Real Web Solutions","Statistics Counter Service 2.x",2.x,2,
"Real!ty Medias","PHPizabi 0.x",0.x,2,
"RealFlex Technologies Ltd.","RealWin 2.x",2.x,2,
"Reality Pump","Two Worlds 1.x",1.x,2,
"Reality Pump","Earth 2160 1.x",1.x,2,
Reallusion,"CrazyTalk4 ActiveX Control 4.x",4.x,2,0
Reallusion,"CrazyTalk Web Player 4.x",4.x,2,0
Reallusion,"CrazyTalk 6.x",6.x,2,0
Reallusion,"CrazyTalk Animator 1.x",1.x,2,0
"Realmac Software","RapidWeaver 5.x",5.x,2,0
"Realmac Software","LittleSnapper 1.x",1.x,2,0
"Realmac Software","Courier 1.x",1.x,2,0
RealNetworks,"RealPlayer Enterprise 2.x",2.x,2,0
RealNetworks,"RealNetworks Helix Mobile Server 13.x",13.x,2,0
RealNetworks,"RealNetworks Helix Mobile Server 12.x",12.x,2,
RealNetworks,"Rhapsody 3",3,2,
RealNetworks,"RealSystem Server 7",,2,
RealNetworks,"RealPlayer Enterprise 1.x",1.x,2,1
RealNetworks,"RealNetworks Helix Server 13.x",13.x,2,0
RealNetworks,"GameHouse Super Collapse 2.x",2.x,2,
RealNetworks,"RealSystem Server 8",,2,
RealNetworks,"RealPlayer Cloud 17.x",17.x,2,0
RealNetworks,"Helix Universal Mobile Server 10.x",,2,
RealNetworks,"RealPlayer 1.x",1.x,2,1
RealNetworks,"RealPlayer 6.x",6.x,2,1
RealNetworks,"RealPlayer for Android 1.x",1.x,2,0
RealNetworks,"RealNetworks Helix Server 12.x",12.x,2,
RealNetworks,"Helix Universal Media Server 15.x",15.x,2,0
RealNetworks,"RealNetworks GameHouse dldisplay ActiveX Control",,2,
RealNetworks,"RealPlayer 10.x",10.x,2,1
RealNetworks,"RealPlayer 11.x",11.x,2,1
RealNetworks,"RealOne Player 1.x",1.x,2,1
RealNetworks,"RealPlayer 8.x",8.x,2,1
RealNetworks,"RealProducer 10.x",10.x,2,
RealNetworks,"RealPlayer 7.x",7.x,2,1
RealNetworks,"RealOne Enterprise Desktop",,2,
RealNetworks,"InstallerDlg Module (InstallerDlg.dll) ActiveX Controls 2.x",2.x,2,0
RealNetworks,"RealPlayer Converter 1.x",1.x,2,0
RealNetworks,"Helix DNA Server 11.x",11.x,2,
RealNetworks,"RealOne Player 2.x",2.x,2,1
RealNetworks,"RealArcade 1.x",1.x,2,
RealNetworks,"RealPlayer for Linux 11.x",11.x,2,0
RealNetworks,"RealPlayer G2",G2,2,1
RealNetworks,"Rhapsody 4.x",4.x,2,
RealNetworks,"RealOne Desktop Manager",,2,
RealNetworks,"RealPlayer 15.x",15.x,2,1
RealNetworks,"RealPlayer 16.x",16.x,2,1
RealNetworks,"Helix DNA Server 10.x",10.x,2,
RealNetworks,"RealPlayer 5.x",5.x,2,1
RealNetworks,"RealPlayer for Mac 12.x",12.x,2,0
RealNetworks,"Helix Server 14.x",14.x,2,0
RealNetworks,"RealPlayer 4.x",4.x,2,1
RealNetworks,"Helix Mobile Server 14.x",14.x,2,0
RealNetworks,"Helix Universal Server 9.x",9.x,2,
RealNetworks,"Helix Player 1.x",1.x,2,
RealNetworks,"RealPlayer 14.x",14.x,2,1
RealNetworks,"RealServer G2",,2,
RealNetworks,"RealNetworks RdxIE ActiveX Control 6.x",6.x,2,
RealNetworks,"RealProducer 11.x",11.x,2,
RealNetworks,"RealAudio 3",3,2,
RealPage,"RealPage Module (Realpage.dll) ActiveX Controls 1.x",1.x,2,0
REALTECH,"theGuard! ApplicationManager 2.x",2.x,2,
REALTECH,"theGuard! Helpdesk 2.x",2.x,2,
REALTECH,"theGuard! NetworkManager 5.x",5.x,2,
REALTECH,"theGuard! NetworkManager 6.x",6.x,2,0
REALTECH,"theGuard! ServiceDesk 6.x",6.x,2,0
REALTECH,"theGuard! Service Management Center 6.x",6.x,2,0
"Realtek Semiconductor Corp.","Realtek High Definition Audio Driver 6.x",6.x,2,0
"Realtek Semiconductor Corp.","Realtek High Definition Audio Function Driver 5.x",5.x,2,
"Realtek Semiconductor Corp.","Realtek AC 97 Update and remove  driver Tool 2.x",2.x,2,0
"Realtek Semiconductor Corp.","Realtek HD Audio-konfiguration 1.x",1.x,2,0
"Realtek Semiconductor Corp.","Realtek Media Player (RtlRack) 1.x",1.x,2,
"Realtek Semiconductor Corp.","Realtek HD Audio Update and remove driver Tool 2.x",2.x,2,0
"Realtek Semiconductor Corp.","Realtek HD Audio Codec Driver 6.x",6.x,2,
"Realtek Semiconductor Corp.","Realtek Voice Manager 2.x",2.x,2,0
"Realtek Semiconductor Corp.","HD Audio Control Panel 1.x",1.x,2,0
"Realtek Semiconductor Corp.","REALTEK RTL8187B Wireless LAN Driver 6.x",6.x,2,0
"Realtime Soft","UltraMon 3.x",3.x,2,0
"Realtime Soft","Realtime Soft UltraMon 2.x",2.x,2,
"Realty Webware Technologies","Realty Web-Base 1.x",1.x,2,
RealVNC,"VNC Viewer Plus",1.x,2,0
RealVNC,"RealVNC 5.x",5.x,2,0
RealVNC,"RealVNC Viewer 5.x",5.x,2,0
RealVNC,"RealVNC Viewer 4.x",4.x,2,0
RealVNC,"RealVNC 4.x",4.x,2,0
RealVNC,"RealVNC Viewer 3.x",3.x,2,0
RealVNC,"VNC Deployment Tool 1.x",1.x,2,
RealVNC,"VNC Enterprise Edition 4.x",4.x,2,
"RealWorld Graphics","RealWorld Cursor Editor 12.x",12.x,2,0
"Reamday Enterprises","Reamday Enterprises Magic Calendar Lite 1.x",1.x,2,
"Reamday Enterprises","Reamday Enterprises Magic Downloads 1.x",1.x,2,
"Reamday Enterprises","Reamday Enterprises Magic News Lite 1.x",1.x,2,
"Reamday Enterprises","Reamday Enterprises Magic News Pro 1.x",1.x,2,
"Reamday Enterprises","Reamday Enterprises Magic News Plus 1.x",1.x,2,
"Reason Software Company Inc.","Should I Remove It 1.x",1.x,2,0
"Reasonable Software House Ltd.","NoClone 2010",4.x,2,0
"Reasonable Software House Ltd.","NoClone 3.x",3.x,2,0
Rebellion,"Judge Dredd: Dredd vs. Death 1.x",1.x,2,
Rebellion,"Rogue Trooper 1.x",1.x,2,
Rebellion,"PRISM Guard Shield 1.x",1.x,2,
Rebellion,"Zombie HQ 1.x",1.x,2,0
Rebellion,"Aliens vs. Predator 2.x",2.x,2,0
Rebellion,"Sniper Elite 1.x",1.x,2,
rebelnow.com,"Fingerboard HD Skateboarding 2.x",2.x,2,0
Recordnrip,"RecordNRip 1.x",1.x,2,
Recosoft,"PDF2ID Enterprise 3.x",3.x,2,0
Recoveronix,"Recovery for Powerpoint 3.x",3.x,2,0
Recoveronix,"Recovery for QuickBooks 1.x",1.x,2,0
Recoveronix,"Recovery for Money 1.x",1.x,2,0
Recoveronix,"Recovery for Excel 5.x",5.x,2,0
Recoveronix,"Recovery for Backup 2.x",2.x,2,0
Recoveronix,"Recovery for Access 3.x",3.x,2,0
Recoveronix,"Recovery for Word 4.x",4.x,2,0
Recoveronix,"Recovery for Publisher 1.x",1.x,2,0
Recoveronix,"Recovery for Access 2.x",2.x,2,0
Recoveronix,"OfficeRecovery 2010 Suites 1.x",1.x,2,0
Recoveronix,"Recovery for Project 2.x",2.x,2,0
"Recovery Toolbox","Recovery Toolbox for CD 1.X",1.x,2,0
"Recovery Toolbox","CD Recovery Toolbox 2.x",2.x,2,0
"Red Box Recorders","Redbox VOIP 2.x",2.x,2,0
"Red Box Recorders","Redbox QM 1.x",1.x,2,0
"Red Chair Software","Anapod Explorer 9.x",9.x,2,
"Red Cow Marketing &amp; Technologies, Inc.",myBusinessAdmin,,2,0
"Red Egg Software","ieSpell 2.x",2.x,2,
"Red Gate Software","SQL Dependency Tracker 2.x",2.x,2,0
"Red Gate Software","SQL Prompt 5.x",5.x,2,0
"Red Gate Software","SQL Packager 6.x",6.x,2,0
"Red Gate Software","Redgate SQL Toolbelt",,2,0
"Red Gate Software","Red Gate's .NET reflector 6.x",6.x,2,0
"Red Gate Software","Red Gate's .NET reflector 8.x",8.x,2,0
"Red Gate Software","SQL Data Generator 2.x",2.x,2,0
"Red Gate Software","Aardvark 2.x",2.x,2,1
"Red Gate Software","SQL Source Control 2.x",2.x,2,0
"Red Gate Software","Aardvark 1.x",1.x,2,1
"Red Gate Software","SQL Search 1.x",1.x,2,0
"Red Gate Software","SQL Data Compare 9.x",9.x,2,0
"Red Gate Software","SQL Object Level Recovery Native 1.x",1.x,2,0
"Red Gate Software","SQL Compare 9.x",9.x,2,0
"Red Gate Software","DTS Compare 1.x",1.x,2,
"Red Gate Software","SQL Comparison SDK 8.x",8.x,2,0
"Red Gate Software","SQL Data Compare 2.x",2.x,2,
"Red Gate Software","SQL Monitor 2.x",2.x,2,0
"Red Gate Software","SQL Compare 2.x",2.x,2,
"Red Gate Software","SQL Backup Pro 6.x",6.x,2,0
"Red Gate Software","SQL Multi Script 1.x",1.x,2,0
"Red Gate Software","SQL Doc 2.x",2.x,2,0
"Red Hat","Red Hat JBoss Enterprise Application Platform 5.x",5.x,2,0
"Red Hat","Oracle Java for RHEL Desktop (v. 5 client)",5.x,2,0
"Red Hat","Red Hat Certificate System 7.x",7.x,2,
"Red Hat","Red Hat Enterprise Linux Desktop 6",6,1,0
"Red Hat","Red Hat Stronghold Web Server 4",4,2,
"Red Hat","Net-tools 1.x",1.x,2,0
"Red Hat","Fedora 11",11,1,
"Red Hat","Red Hat Subscription Asset Manager 1.x",1.x,2,0
"Red Hat","Red Hat Network Satellite Server 5.x",5.x,2,
"Red Hat","Oracle Java for RHEL (v. 5 server)",5.x,2,0
"Red Hat","Red Hat Directory Server 7.x",7.x,2,
"Red Hat","JBoss Communications Platform 5.x",5.x,2,0
"Red Hat","Red Hat Enterprise Linux Desktop 5",5,1,
"Red Hat","Red Hat CloudForms",,2,0
"Red Hat","Red Hat Linux Advanced Server 2.1 for Itanium",2.1,1,
"Red Hat","Fedora Core 5",,1,
"Red Hat","Red Hat Enterprise Linux WS 4",4,1,
"Red Hat","JBoss Operations Network 2.x",2.x,2,0
"Red Hat","Red Hat JBoss Web Framework Kit 2.x",2.x,2,0
"Red Hat","Red Hat Enterprise Linux Server 5",5,1,0
"Red Hat","JBoss Communications Platform 1.x",1.x,2,0
"Red Hat","Red Hat Application Server v2 EL4",2,2,
"Red Hat","Spacewalk 2.x",2.x,2,0
"Red Hat","Red Hat Enterprise Linux Extras v. 4",4.x,2,
"Red Hat","Red Hat Enterprise Linux WS 3",3,1,0
"Red Hat","Fedora Core 1",1,1,
"Red Hat","Red Hat Enterprise Linux HPC Node Supplementary (v. 6)",6.x,2,0
"Red Hat","Fedora 14",14,1,0
"Red Hat","Red Hat Enterprise Linux AS 4",4,1,
"Red Hat","RPM Package Manager 4.x",4.x,2,0
"Red Hat","JBoss Enterprise Web Server 2.x",2.x,2,0
"Red Hat","Fedora Core 3",,1,
"Red Hat","RHEL Desktop Workstation 5",5,1,
"Red Hat","Red Hat Conga 0.x",0.x,2,
"Red Hat","Red Hat Common for RHEL Server (v. 6)",6.x,2,0
"Red Hat","Red Hat Enterprise MRG v2 for Red Hat Enterprise Linux (version 6)",,2,0
"Red Hat","Fedora 13",13,1,1
"Red Hat","JBoss Enterprise Web Platform 5.x",5.x,2,0
"Red Hat","Red Hat OpenShift Enterprise 2.x",2.x,2,0
"Red Hat","Red Hat Enterprise Linux Extras v. 3",3.x,2,
"Red Hat","Red Hat Enterprise Linux ES 3",3,1,
"Red Hat","Red Hat Enterprise Linux Workstation Supplementary (v. 6)",6.x,2,0
"Red Hat","Red Hat Enterprise Linux ES 4",4,1,
"Red Hat","Red Hat Enterprise Linux AS 2.1",2.1,1,1
"Red Hat","Red Hat Linux 7.1",7.1,1,
"Red Hat","Fedora Core 4",4,1,
"Red Hat","Fedora 7",,1,
"Red Hat","Red Hat Linux Advanced Workstation 2.1 for Itanium",2.1,1,
"Red Hat","Red Hat Enterprise MRG v2 for Red Hat Enterprise Linux (version 5)",,2,0
"Red Hat","JBoss Enterprise Application Platform 5.x",5.x,2,0
"Red Hat","Red Hat OpenShift Enterprise 1.x",1.x,2,0
"Red Hat","JBoss Enterprise Application Platform 6.x",6.x,2,0
"Red Hat","Red Hat Enterprise Linux AS 3",3,1,
"Red Hat","Red Hat Enterprise Linux Server Supplementary (v. 6)",6.x,2,0
"Red Hat","RHEL Desktop Supplementary (v. 5 client)",5.x,2,
"Red Hat","Fedora 9",9,1,
"Red Hat","Cygwin 4.x",4.x,2,0
"Red Hat","Red Hat Linux 6.2",6.2,1,
"Red Hat","Netscape Directory Server 6.x",6.x,2,
"Red Hat","Red Hat Software Collections 1.x",1.x,2,0
"Red Hat","Red Hat Linux 7.0",7.0,1,
"Red Hat","JBoss SOA Platform 5.x",5.x,2,0
"Red Hat","RHEL Supplementary (v. 5 server)",5.x,2,
"Red Hat","Red Hat Enterprise IPA v.1 EL5",1.x,2,
"Red Hat","Oracle Java for Red Hat Enterprise Linux Workstation (v. 6)",6.x,2,0
"Red Hat","Red Hat Enterprise Linux Server 4",4,1,0
"Red Hat","Red Hat Cluster Suite EL4",,2,0
"Red Hat","Red Hat Enterprise Linux Desktop Supplementary (v. 6)",6.x,2,0
"Red Hat","JBoss Enterprise Web Server 1.x",1.x,2,0
"Red Hat","Red Hat JBoss A-MQ 6.x",6.x,2,0
"Red Hat","Red Hat JBoss Data Grid 6.x",6.x,2,0
"Red Hat","Red Hat Linux 7.2",7.2,1,
"Red Hat","Red Hat JBoss Enterprise Application Platform 4.3.x",4.3.x,2,
"Red Hat","Fedora Core 6",6,1,
"Red Hat","Fedora 12",12,1,
"Red Hat","Red Hat Enterprise MRG v1 for Red Hat Enterprise Linux (version 5)",1.x,2,
"Red Hat","Red Hat JBoss BPM Suite 6.x",6.x,2,0
"Red Hat","Red Hat Enterprise Linux Load Balancer (v. 6)",6.x,2,0
"Red Hat","JBoss Web Framework Kit 1.x",1.x,2,0
"Red Hat","Red Hat Linux 8.0",8.0,1,
"Red Hat","Red Hat JBoss BRMS 5.x",5.x,2,0
"Red Hat","Red Hat Powertools 6",6,2,
"Red Hat","Red Hat Linux 7.3",7.3,1,
"Red Hat","Red Hat JBoss Enterprise Application Platform 4.2.x",4.2.x,2,
"Red Hat","Red Hat JBoss Data Virtualization 6.x",6.x,2,0
"Red Hat","Red Hat JBoss Fuse 6.x",6.x,2,0
"Red Hat","Red Hat Enterprise MRG v1 for Enterprise Linux ES (version 4)",1.x,2,
"Red Hat","JBoss SOA Platform 4.x",4.x,2,0
"Red Hat","Red Hat JBoss Enterprise Application Platform 6.x",6.x,2,0
"Red Hat","Red Hat JBoss BRMS 6.x",6.x,2,0
"Red Hat","JBoss Enterprise Web Server EL5",,2,0
"Red Hat","Oracle Java for Red Hat Enterprise Linux Server (v. 6)",6.x,2,0
"Red Hat","JBoss Seam 1.x",1.x,2,0
"Red Hat","Fedora 8",8,1,
"Red Hat","Red Hat Enterprise Linux WS 2.x",2.x,1,1
"Red Hat","Red Hat Certificate System 8.x",8.x,2,0
"Red Hat","Red Hat Powertools 7.x",7.x,2,
"Red Hat","Red Hat Enterprise Linux Workstation 6",6,1,0
"Red Hat","Logrotate 3.x",3.x,2,0
"Red Hat","Red Hat JBoss Portal Platform 5.x",5.x,2,0
"Red Hat","RESTEasy 2.x",2.x,2,0
"Red Hat","Cygwin 1.x",1.x,2,0
"Red Hat","Red Hat Enterprise MRG v1 for Enterprise Linux AS (version 4)",1.x,2,
"Red Hat","JBoss Enterprise Portal Platform 5.x",5.x,2,0
"Red Hat","Fuse MQ Enterprise 7.x",7.x,2,0
"Red Hat","JBoss Enterprise Web Server EL4",,2,0
"Red Hat","Fedora Core 2",,1,
"Red Hat","Oracle Java for Red Hat Enterprise Linux HPC Node (v. 6)",6.x,2,0
"Red Hat","Red Hat JBoss Portal Platform 4.x",4.x,2,0
"Red Hat","Red Hat JBoss Portal Platform 6.x",6.x,2,0
"Red Hat","Red Hat Application Server 3",3,2,
"Red Hat","Red Hat Enterprise Linux Server EUS 6.5",6.5,1,0
"Red Hat","Spacewalk 1.x",1.x,2,0
"Red Hat","Red Hat Desktop 4.x",4.x,1,0
"Red Hat","Red Hat Directory Server 8.x",8.x,2,
"Red Hat","Red Hat Enterprise Linux Server 6",6,1,0
"Red Hat","JBoss Enterprise Web Server EL6",,2,0
"Red Hat","Red Hat Stronghold 4 for Enterprise Linux",4,2,
"Red Hat","Linux Audit 1.x",1.x,2,
"Red Hat","Red Hat JBoss Enterprise Application Platform 4.x",4.x,2,0
"Red Hat","Red Hat JBoss Fuse Service Works 6.x",6.x,2,0
"Red Hat","JBoss Enterprise Portal Platform 4.x",4.x,2,0
"Red Hat","Fuse Management Console 1.x",1.x,2,0
"Red Hat","Red Hat Network Proxy 5.x",5.x,2,
"Red Hat","RHEL Optional Productivity Applications (v. 5 server)",5.x,2,
"Red Hat","389 Directory Server (formerly known as Fedora Directory Server) 1.x",1.x,2,0
"Red Hat","Fedora 10",10,1,
"Red Hat","Red Hat JBoss Enterprise Web Server 1.x",1.x,2,0
"Red Hat","Oracle Java for Red Hat Enterprise Linux Desktop (v. 6)",6.x,2,0
"Red Hat","Red Hat Enterprise Linux Server EUS 6.4",6.4.x,1,0
"Red Hat","Red Hat Enterprise Linux HPC Node 6",6,1,0
"Red Hat","Red Hat Stronghold Web Server 3",3,2,
"Red Hat","Red Hat Enterprise Linux ES 2.1",2.1,1,1
"Red Hat","Red Hat Linux 9",9,1,
"Red Hat","Red Hat HPC Solution 5.x",5.x,2,0
"Red Hat","Fuse ESB Enterprise 7.x",7.x,2,0
"Red Kawa","Videora 2.x",2.x,2,
"Red Kawa","PSP Video 9 1.x",1.x,2,0
"Red Kawa","Videora 3.x",3.x,2,
"Red Kawa","PSP Video 9 5.x",5.x,2,0
"Red Kawa","Videora 5.x",5.x,2,0
"Red Kawa","Videora YouTube Downloader 2.x",2.x,2,0
"Red Robot Labs","Friendly Fire 1.x",1.x,2,0
"Red Rock Software","DeltaGraph 5.x",5.x,2,0
"Red Shift Network","ATPhttpd 0.x",0.x,2,0
"Red Sweater","MarsEdit 3.x",3.x,2,0
Red-M,"Red-Alert 3.x",3.x,1,
"Redback Networks","Redback SmartEdge 400/800",,1,
"RedDot Solutions","RedDot DragDrop ActiveX Control 1.x",1.x,2,
"RedDot Solutions","RedDot CMS 6.x",6.x,2,
"RedDot Solutions","RedDot LiveServer 3.x",3.x,2,
"RedDot Solutions","RedDot CMS 7.x",7.x,2,
"Redfern Place","RedfernPlace Path Editor 2.x",2.x,2,0
"RedKernel Softwares","RedKernel Referrer Tracker 1.x",1.x,2,
"RedPrairie Corporation","WaveUIExt ActiveX Control 2009.x",2009.x,2,0
"Reductive Labs Inc.","Puppet 0.x",0.x,2,
"Refined Games, Inc.","Cross Court Tennis Free 2.x",2.x,2,0
"Refresh Web Development, LLC","Helios Calendar 1.x",1.x,2,
"ReGet Software.","ReGet Deluxe 4.x",4.x,2,0
"Reggie Ashworth","AppDelete 2.x",2.x,2,0
"Reggie Ashworth","AppDelete 3.x",3.x,2,0
"Reggie Ashworth","AppDelete 4.x",4.x,2,0
"Regione Lombardia","OcxCrsInfo ActiveX Control 1.x",1.x,2,0
"Regione Lombardia","Posto di Lavoro del Cittadino ActiveX Control 1.x",1.x,2,0
RegmagiK,"RegmagiK Registry Editor 4.x",4.x,2,0
RegSeeker,"Hoverdesk RegSeeker 2.x",2.x,2,0
"Reimage Ltd.","Reimage Repair 1.x",1.x,2,0
"Reiner SCT","smartMate 1.x",1.x,2,
"Reiner SCT","cyberJack Geratemanager 6.x",6.x,2,
"Reiner SCT","OWOK 2.x",2.x,2,0
"Reinvented Software","Feeder 2.x",2.x,2,0
"Reinvented Software","Poster 1.x",1.x,2,0
"Rejseplanen A/S","Rejseplanen 2.x",2.x,2,0
"Rekenwonder Software","JunctionLinkMagic 2.x",2.x,2,
"Rekenwonder Software","Stream Explorer 1.x",1.x,2,
"REL Software","Web Link Validator 4.x",4.x,2,
"Reliance Games","Real Steel Friends 1.x",1.x,2,0
"Reliance Games","After Earth 1.x",1.x,2,0
"Reliant Technology","IBM DS4700 0.x",0.x,2,0
"Relic Entertainment","Company Of Heroes 1.x",1.x,2,
"Rellik Software","EXIF Date Changer 2.x",2.x,2,0
"Reludo srl","MAYDAY Emergency Landing 1.x",1.x,2,0
"Relux Informatik AG","ReluxSuite 2014.x",2014.x,2,0
"Remedy Entertainment","Max Payne 2: The Fall of Max Payne 1.x",1.x,2,
"Remedy Interactive","RSIGuard 4.x",4.x,2,0
"Remlap Software","Clickster-Pro 2.x",2.x,2,
"Remlap Software","Clickster 1.x",1.x,2,
Renasoft,"NetJetServer 2.x",2.x,2,
"Renkmobil Bilisim","Video Downloader 1.x",1.x,2,0
RenRen.com,"RenRen Talk 2.x",2.x,2,0
Reohix,"Fresh RAM 5.x",5.x,2,0
RerWare,"My Backup Pro 3.x",3.x,2,0
"RES Software","RES PowerFuse 2010",,2,0
"RES Software","RES Workspace Manager 2012",2012.x,2,0
Resalecode.com,"Paypal Shopping Cart Script",,2,
Resalecode.com,"Classified Linktrader Script",,2,
"Resco,s.r.o.","Resco Photo Viewer for PocketPC 4.x",4.x,2,
"Resco,s.r.o.","Resco Photo Viewer for PocketPC 6.x",6.x,2,
RescueTime,"RescueTime 0.x",0.x,2,0
"Research In Motion","Blackberry Enterprise Server for Exchange 5.x",5.x,2,0
